Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
Standard Class,Consumer,United States,Minneapolis,Minnesota,55407,Central,Furniture,Chairs,2567.84,8,0.0,770.352
First Class,Home Office,United States,New York City,New York,10035,East,Technology,Machines,1704.89,11,0.0,767.2005
Standard Class,Consumer,United States,Columbus,Georgia,31907,South,Technology,Phones,2939.93,7,0.0,764.3818
Same Day,Consumer,United States,New York City,New York,10024,East,Technology,Accessories,2309.65,7,0.0,762.1845
Standard Class,Consumer,United States,Newport News,Virginia,23602,South,Technology,Copiers,1599.92,8,0.0,751.9624
Second Class,Home Office,United States,Columbia,Missouri,65203,Central,Office Supplies,Appliances,1927.59,7,0.0,751.7601
Standard Class,Home Office,United States,Henderson,Kentucky,42420,South,Furniture,Chairs,2573.82,9,0.0,746.4078
Second Class,Consumer,United States,Morristown,New Jersey,7960,East,Office Supplies,Appliances,2625.12,8,0.0,735.0336
Second Class,Corporate,United States,Richmond,Virginia,23223,South,Office Supplies,Appliances,2104.55,7,0.0,694.5015
Standard Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Binders,2022.272,8,0.2,682.5168
First Class,Consumer,United States,Madison,Wisconsin,53711,Central,Furniture,Chairs,2807.84,8,0.0,673.8816
First Class,Consumer,United States,New York City,New York,10011,East,Technology,Phones,1349.91,9,0.0,661.4559
Standard Class,Corporate,United States,Brentwood,California,94513,West,Office Supplies,Appliances,2518.29,9,0.0,654.7554
Standard Class,Corporate,United States,Springfield,Virginia,22153,South,Technology,Accessories,1979.7,6,0.0,653.301
Standard Class,Consumer,United States,Washington,District of Columbia,20016,East,Technology,Machines,1379.92,8,0.0,648.5624
First Class,Home Office,United States,New York City,New York,10024,East,Technology,Phones,2399.6,8,0.0,647.892
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Binders,2060.744,7,0.2,643.9825
Standard Class,Consumer,United States,San Diego,California,92037,West,Technology,Accessories,3347.37,13,0.0,636.0003
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Appliances,2504.74,7,0.0,626.185
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Furniture,Tables,3393.68,8,0.0,610.8624
Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Chairs,2888.127,11,0.1,609.7157
First Class,Consumer,United States,Newark,Ohio,43055,East,Technology,Accessories,2025.36,6,0.2,607.608
Same Day,Consumer,United States,Santa Ana,California,92704,West,Technology,Accessories,1399.93,7,0.0,601.9699
Standard Class,Consumer,United States,New York City,New York,10011,East,Technology,Accessories,1399.93,7,0.0,601.9699
Standard Class,Corporate,United States,Franklin,Wisconsin,53132,Central,Furniture,Chairs,1951.84,8,0.0,585.552
Second Class,Home Office,United States,Lakeville,Minnesota,55044,Central,Furniture,Chairs,2001.86,7,0.0,580.5394
Standard Class,Consumer,United States,Arlington,Virginia,22204,South,Technology,Phones,1871.88,12,0.0,561.564
First Class,Home Office,United States,New York City,New York,10011,East,Furniture,Chairs,2621.322,11,0.1,553.3902
Second Class,Corporate,United States,Indianapolis,Indiana,46203,Central,Furniture,Chairs,1925.88,6,0.0,539.2464
Standard Class,Consumer,United States,Tulsa,Oklahoma,74133,Central,Furniture,Chairs,1805.88,6,0.0,523.7052
Second Class,Corporate,United States,Henderson,Kentucky,42420,South,Technology,Accessories,2249.91,9,0.0,517.4793
Second Class,Home Office,United States,Dover,New Hampshire,3820,East,Technology,Accessories,2249.91,9,0.0,517.4793
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Appliances,1704.56,13,0.0,511.368
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Appliances,1702.12,14,0.0,510.636
Standard Class,Corporate,United States,Beverly,Massachusetts,1915,East,Office Supplies,Appliances,1737.18,6,0.0,503.7822
Standard Class,Corporate,United States,New York City,New York,10035,East,Technology,Phones,1979.89,11,0.0,494.9725
First Class,Home Office,United States,Harrisonburg,Virginia,22801,South,Furniture,Tables,2244.48,7,0.0,493.7856
First Class,Home Office,United States,Providence,Rhode Island,2908,East,Office Supplies,Storage,1606.23,9,0.0,481.869
Second Class,Corporate,United States,Columbia,Maryland,21044,East,Office Supplies,Storage,1633.14,9,0.0,473.6106
Standard Class,Consumer,United States,Los Angeles,California,90008,West,Technology,Accessories,1049.44,8,0.0,440.7648
Standard Class,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Furniture,Chairs,1526.56,7,0.0,427.4368
Second Class,Consumer,United States,New York City,New York,10035,East,Furniture,Chairs,3785.292,6,0.1,420.588
First Class,Consumer,United States,Detroit,Michigan,48227,Central,Furniture,Chairs,1586.69,7,0.0,412.5394
Standard Class,Corporate,United States,Franklin,Wisconsin,53132,Central,Furniture,Bookcases,1565.88,6,0.0,407.1288
Standard Class,Corporate,United States,Burlington,Vermont,5408,East,Office Supplies,Storage,1564.29,13,0.0,406.7154
Second Class,Home Office,United States,Seattle,Washington,98105,West,Furniture,Tables,1913.4,9,0.0,401.814
Second Class,Home Office,United States,Seattle,Washington,98115,West,Furniture,Tables,2348.82,9,0.0,399.2994
First Class,Corporate,United States,New York City,New York,10011,East,Technology,Accessories,899.91,9,0.0,395.9604
Standard Class,Home Office,United States,Dubuque,Iowa,52001,Central,Furniture,Chairs,1408.1,10,0.0,394.268
Standard Class,Consumer,United States,Columbus,Indiana,47201,Central,Furniture,Chairs,1516.2,7,0.0,394.212
Standard Class,Consumer,United States,Jackson,Mississippi,39212,South,Furniture,Tables,2430.08,8,0.0,388.8128
Standard Class,Consumer,United States,Omaha,Nebraska,68104,Central,Furniture,Furnishings,1336.44,14,0.0,387.5676
Standard Class,Corporate,United States,Springfield,Virginia,22153,South,Furniture,Tables,2275.5,10,0.0,386.835
Standard Class,Consumer,United States,Kent,Washington,98031,West,Office Supplies,Labels,786.48,8,0.0,385.3752
Standard Class,Consumer,United States,Columbus,Indiana,47201,Central,Technology,Phones,1454.49,9,0.0,378.1674
Standard Class,Consumer,United States,Seattle,Washington,98115,West,Technology,Accessories,899.91,9,0.0,377.9622
Second Class,Consumer,United States,Houston,Texas,77070,Central,Technology,Phones,1114.4,7,0.2,376.11
Standard Class,Home Office,United States,Richmond,Kentucky,40475,South,Office Supplies,Storage,1443.96,12,0.0,375.4296
Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Furniture,Bookcases,1628.82,9,0.0,374.6286
Same Day,Home Office,United States,Muskogee,Oklahoma,74403,Central,Technology,Phones,1439.92,8,0.0,374.3792
Standard Class,Home Office,United States,Seattle,Washington,98105,West,Furniture,Tables,2036.86,7,0.0,366.6348
First Class,Home Office,United States,Los Angeles,California,90008,West,Technology,Phones,4158.912,8,0.2,363.9048
Second Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Storage,1395.54,9,0.0,362.8404
Standard Class,Corporate,United States,Bellingham,Washington,98226,West,Technology,Accessories,1099.5,10,0.0,362.835
Second Class,Corporate,United States,Roswell,Georgia,30076,South,Office Supplies,Appliances,1245.86,7,0.0,361.2994
Standard Class,Consumer,United States,Lakewood,New Jersey,8701,East,Technology,Phones,1322.93,7,0.0,357.1911
Second Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,Tables,1618.37,13,0.0,356.0414
First Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Binders,1087.936,8,0.2,353.5792
First Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Paper,733.95,7,0.0,352.296
Standard Class,Corporate,United States,Broken Arrow,Oklahoma,74012,Central,Furniture,Tables,1592.85,7,0.0,350.427
First Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Phones,2735.952,6,0.2,341.994
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Furniture,Tables,1115.17,7,0.0,334.551
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Technology,Machines,2973.32,7,0.2,334.4985
Standard Class,Home Office,United States,Burbank,California,91505,West,Office Supplies,Storage,1856.19,7,0.0,334.1142
Standard Class,Corporate,United States,Jackson,Michigan,49201,Central,Furniture,Tables,1568.61,9,0.0,329.4081
First Class,Corporate,United States,Los Angeles,California,90008,West,Office Supplies,Storage,1261.33,7,0.0,327.9458
Second Class,Consumer,United States,Tallahassee,Florida,32303,South,Technology,Phones,4367.896,13,0.2,327.5922
Standard Class,Corporate,United States,Clinton,Maryland,20735,East,Technology,Phones,1259.93,7,0.0,327.5818
Second Class,Consumer,United States,New York City,New York,10035,East,Furniture,Chairs,1931.04,9,0.1,321.84
First Class,Corporate,United States,Henderson,Nevada,89015,West,Furniture,Tables,1685.88,6,0.0,320.3172
Standard Class,Corporate,United States,Decatur,Alabama,35601,South,Furniture,Tables,1215.92,8,0.0,316.1392
Second Class,Corporate,United States,Marietta,Georgia,30062,South,Office Supplies,Storage,1263.3,6,0.0,315.825
Standard Class,Home Office,United States,Franklin,Massachusetts,2038,East,Office Supplies,Storage,1088.76,6,0.0,315.7404
Standard Class,Corporate,United States,Hempstead,New York,11550,East,Office Supplies,Binders,968.744,7,0.2,314.8418
Second Class,Consumer,United States,Louisville,Kentucky,40214,South,Furniture,Chairs,1207.84,8,0.0,314.0384
Standard Class,Consumer,United States,New York City,New York,10009,East,Furniture,Chairs,2563.056,8,0.1,313.2624
First Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Appliances,1924.16,8,0.2,312.676
Standard Class,Consumer,United States,Mobile,Alabama,36608,South,Furniture,Chairs,1056.86,7,0.0,306.4894
Second Class,Home Office,United States,Huntsville,Alabama,35810,South,Office Supplies,Paper,629.1,6,0.0,301.968
Standard Class,Corporate,United States,Richmond,Kentucky,40475,South,Office Supplies,Paper,629.1,6,0.0,301.968
Standard Class,Home Office,United States,Superior,Wisconsin,54880,Central,Office Supplies,Paper,629.1,6,0.0,301.968
Standard Class,Corporate,United States,Columbus,Georgia,31907,South,Furniture,Furnishings,595.38,6,0.0,297.69
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Furniture,Furnishings,595.38,6,0.0,297.69
Standard Class,Consumer,United States,Oceanside,New York,11572,East,Technology,Machines,629.93,7,0.0,296.0671
Standard Class,Consumer,United States,Athens,Georgia,30605,South,Technology,Phones,1049.93,7,0.0,293.9804
Standard Class,Consumer,United States,New York City,New York,10009,East,Furniture,Chairs,1317.492,6,0.1,292.776
Second Class,Consumer,United States,Sandy Springs,Georgia,30328,South,Furniture,Bookcases,1266.86,7,0.0,291.3778
Standard Class,Corporate,United States,Oakland,California,94601,West,Office Supplies,Storage,1000.02,7,0.0,290.0058
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Storage,1000.02,7,0.0,290.0058
Standard Class,Corporate,United States,San Francisco,California,94110,West,Technology,Machines,767.952,6,0.2,287.982
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Technology,Machines,2548.56,6,0.2,286.713
Second Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Storage,1591.02,6,0.0,286.3836
Second Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Storage,1085.42,7,0.0,282.2092
Standard Class,Corporate,United States,Los Angeles,California,90045,West,Office Supplies,Storage,1085.42,7,0.0,282.2092
Standard Class,Corporate,United States,Mount Vernon,New York,10550,East,Office Supplies,Storage,1085.42,7,0.0,282.2092
Standard Class,Corporate,United States,New York City,New York,10009,East,Technology,Phones,1091.93,7,0.0,272.9825
Standard Class,Home Office,United States,San Diego,California,92037,West,Furniture,Chairs,2676.672,9,0.2,267.6672
Standard Class,Consumer,United States,Wilmington,Delaware,19805,East,Furniture,Chairs,1268.82,9,0.0,266.4522
Second Class,Home Office,United States,Austin,Texas,78745,Central,Technology,Phones,758.352,6,0.2,265.4232
First Class,Consumer,United States,Everett,Massachusetts,2149,East,Furniture,Chairs,1628.82,9,0.0,260.6112
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Furniture,Bookcases,1367.84,8,0.0,259.8896
Second Class,Corporate,United States,Bossier City,Louisiana,71111,South,Technology,Accessories,646.74,6,0.0,258.696
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Storage,991.2,6,0.0,257.712
First Class,Corporate,United States,Los Angeles,California,90049,West,Technology,Phones,2575.944,7,0.2,257.5944
Same Day,Home Office,United States,Long Beach,California,90805,West,Furniture,Chairs,2054.272,8,0.2,256.784
Second Class,Consumer,United States,Harrisonburg,Virginia,22801,South,Furniture,Tables,1441.3,7,0.0,245.021
Standard Class,Corporate,United States,Noblesville,Indiana,46060,Central,Furniture,Tables,2678.94,6,0.0,241.1046
Standard Class,Home Office,United States,Jackson,Mississippi,39212,South,Office Supplies,Binders,511.84,8,0.0,240.5648
Standard Class,Home Office,United States,Fort Lauderdale,Florida,33311,South,Technology,Accessories,799.92,10,0.2,239.976
Second Class,Consumer,United States,Bellingham,Washington,98226,West,Furniture,Tables,2665.62,9,0.0,239.9058
Standard Class,Consumer,United States,Edmond,Oklahoma,73034,Central,Technology,Phones,944.93,7,0.0,236.2325
Standard Class,Corporate,United States,Wilmington,Delaware,19805,East,Furniture,Bookcases,1025.88,6,0.0,235.9524
Second Class,Consumer,United States,Fairfield,Connecticut,6824,East,Technology,Phones,832.93,7,0.0,233.2204
Standard Class,Consumer,United States,Little Rock,Arkansas,72209,South,Technology,Phones,881.93,7,0.0,229.3018
Second Class,Corporate,United States,Eugene,Oregon,97405,West,Office Supplies,Labels,629.184,8,0.2,228.0792
First Class,Consumer,United States,Baltimore,Maryland,21215,East,Furniture,Chairs,908.82,9,0.0,227.205
Standard Class,Home Office,United States,Santa Barbara,California,93101,West,Technology,Phones,3023.928,9,0.2,226.7946
First Class,Consumer,United States,New York City,New York,10024,East,Technology,Phones,773.94,6,0.0,224.4426
Standard Class,Corporate,United States,Seattle,Washington,98105,West,Technology,Accessories,1496.16,9,0.0,224.424
Standard Class,Corporate,United States,Nashville,Tennessee,37211,South,Technology,Phones,2239.936,8,0.2,223.9936
Standard Class,Consumer,United States,New York City,New York,10009,East,Technology,Phones,881.93,7,0.0,220.4825
Standard Class,Corporate,United States,New York City,New York,10024,East,Technology,Phones,833.94,6,0.0,216.8244
Standard Class,Consumer,United States,Springfield,Missouri,65807,Central,Furniture,Tables,1024.38,7,0.0,215.1198
First Class,Home Office,United States,Broken Arrow,Oklahoma,74012,Central,Technology,Phones,821.94,6,0.0,213.7044
Standard Class,Consumer,United States,Henderson,Kentucky,42420,South,Furniture,Furnishings,821.88,6,0.0,213.6888
Second Class,Consumer,United States,Tulsa,Oklahoma,74133,Central,Furniture,Furnishings,821.88,6,0.0,213.6888
Second Class,Corporate,United States,Lowell,Massachusetts,1852,East,Furniture,Chairs,785.88,6,0.0,212.1876
Standard Class,Corporate,United States,Los Angeles,California,90036,West,Furniture,Chairs,1684.752,6,0.2,210.594
Same Day,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Technology,Accessories,1119.888,14,0.2,209.979
Same Day,Home Office,United States,Seattle,Washington,98105,West,Technology,Machines,2395.2,6,0.2,209.58
First Class,Corporate,United States,Long Beach,New York,11561,East,Furniture,Chairs,1448.82,10,0.1,209.274
Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Furnishings,799.56,9,0.0,207.8856
Second Class,Home Office,United States,Danville,California,94526,West,Office Supplies,Binders,590.352,6,0.2,206.6232
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Binders,590.352,6,0.2,206.6232
Standard Class,Home Office,United States,Los Angeles,California,90036,West,Office Supplies,Storage,1575.14,7,0.0,204.7682
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Envelopes,604.656,9,0.2,204.0714
Standard Class,Consumer,United States,Moreno Valley,California,92553,West,Furniture,Furnishings,842.72,8,0.0,202.2528
First Class,Corporate,United States,San Francisco,California,94122,West,Furniture,Bookcases,1552.831,7,0.15,200.9546
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Technology,Accessories,1115.91,9,0.0,200.8638
Second Class,Home Office,United States,Springfield,Missouri,65807,Central,Office Supplies,Appliances,706.86,7,0.0,197.9208
Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Appliances,706.86,7,0.0,197.9208
Second Class,Corporate,United States,Watertown,New York,13601,East,Furniture,Bookcases,1573.488,7,0.2,196.686
First Class,Corporate,United States,New York City,New York,10035,East,Technology,Accessories,599.9,10,0.0,191.968
Standard Class,Corporate,United States,Jackson,Tennessee,38301,South,Furniture,Furnishings,692.472,11,0.2,190.4298
Standard Class,Corporate,United States,Springfield,Ohio,45503,East,Technology,Accessories,895.944,7,0.2,190.3881
Standard Class,Corporate,United States,Los Angeles,California,90036,West,Technology,Accessories,559.92,8,0.0,190.3728
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Binders,563.024,11,0.2,190.0206
Standard Class,Consumer,United States,Kenosha,Wisconsin,53142,Central,Furniture,Chairs,860.93,7,0.0,189.4046
Second Class,Home Office,United States,Henderson,Kentucky,42420,South,Technology,Phones,671.93,7,0.0,188.1404
First Class,Corporate,United States,Milford,Connecticut,6460,East,Furniture,Bookcases,638.82,9,0.0,185.2578
Standard Class,Home Office,United States,Jackson,Michigan,49201,Central,Technology,Phones,657.93,7,0.0,184.2204
Standard Class,Consumer,United States,Jonesboro,Arkansas,72401,South,Technology,Phones,699.93,7,0.0,181.9818
Standard Class,Corporate,United States,Los Angeles,California,90004,West,Furniture,Tables,2887.056,9,0.2,180.441
Standard Class,Corporate,United States,Sparks,Nevada,89431,West,Technology,Machines,2396.4,10,0.2,179.73
Standard Class,Consumer,United States,Tucson,Arizona,85705,West,Technology,Accessories,1023.936,8,0.2,179.1888
Same Day,Corporate,United States,New York City,New York,10011,East,Furniture,Chairs,887.103,7,0.1,177.4206
First Class,Consumer,United States,Atlanta,Georgia,30318,South,Office Supplies,Storage,1350.12,6,0.0,175.5156
First Class,Corporate,United States,New York City,New York,10011,East,Furniture,Furnishings,547.3,13,0.0,175.136
Standard Class,Corporate,United States,New York City,New York,10035,East,Furniture,Chairs,977.292,6,0.1,173.7408
Standard Class,Consumer,United States,Jonesboro,Arkansas,72401,South,Furniture,Bookcases,638.82,9,0.0,172.4814
Second Class,Consumer,United States,New York City,New York,10035,East,Technology,Accessories,1071.0,9,0.0,171.36
Standard Class,Corporate,United States,Buffalo,New York,14215,East,Furniture,Chairs,1522.638,9,0.1,169.182
First Class,Corporate,United States,Columbus,Georgia,31907,South,Office Supplies,Appliances,647.84,8,0.0,168.4384
Standard Class,Home Office,United States,New York City,New York,10009,East,Technology,Accessories,559.93,7,0.0,167.979
Second Class,Consumer,United States,Springfield,Virginia,22153,South,Furniture,Furnishings,572.76,6,0.0,166.1004
Standard Class,Consumer,United States,Lawrence,Indiana,46226,Central,Office Supplies,Appliances,638.73,9,0.0,166.0698
Second Class,Consumer,United States,Florence,Alabama,35630,South,Furniture,Chairs,1819.86,14,0.0,163.7874
Standard Class,Home Office,United States,New York City,New York,10011,East,Furniture,Chairs,767.214,14,0.1,161.9674
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Furniture,Bookcases,3406.664,8,0.15,160.3136
Second Class,Home Office,United States,Cranston,Rhode Island,2920,East,Office Supplies,Storage,592.74,6,0.0,160.0398
Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Bookcases,4228.704,6,0.2,158.5764
First Class,Consumer,United States,Springfield,Virginia,22153,South,Furniture,Tables,1056.86,7,0.0,158.529
Second Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Appliances,541.44,6,0.0,157.0176
Standard Class,Consumer,United States,Lafayette,Louisiana,70506,South,Furniture,Chairs,517.5,6,0.0,155.25
Second Class,Corporate,United States,Jacksonville,Florida,32216,South,Technology,Accessories,717.12,9,0.2,152.388
Standard Class,Home Office,United States,Columbus,Georgia,31907,South,Office Supplies,Storage,1267.65,9,0.0,152.118
Standard Class,Home Office,United States,Providence,Rhode Island,2908,East,Furniture,Chairs,605.88,6,0.0,151.47
First Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Storage,559.62,9,0.0,151.0974
Second Class,Home Office,United States,Fort Worth,Texas,76106,Central,Technology,Phones,1718.4,6,0.2,150.36
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,Chairs,2404.704,6,0.2,150.294
Standard Class,Home Office,United States,Colorado Springs,Colorado,80906,West,Furniture,Chairs,1325.76,6,0.2,149.148
Standard Class,Consumer,United States,San Diego,California,92024,West,Furniture,Chairs,1325.76,6,0.2,149.148
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Technology,Phones,1979.928,9,0.2,148.4946
Standard Class,Corporate,United States,Texarkana,Arkansas,71854,South,Furniture,Chairs,605.34,6,0.0,145.2816
Standard Class,Corporate,United States,Hampton,Virginia,23666,South,Furniture,Chairs,500.24,13,0.0,145.0696
Standard Class,Consumer,United States,Orem,Utah,84057,West,Furniture,Bookcases,1406.86,7,0.0,140.686
Standard Class,Consumer,United States,New York City,New York,10009,East,Furniture,Chairs,1141.938,9,0.1,139.5702
Same Day,Consumer,United States,Detroit,Michigan,48205,Central,Furniture,Chairs,546.66,9,0.0,136.665
Standard Class,Consumer,United States,Yonkers,New York,10701,East,Technology,Phones,543.92,8,0.0,135.98
First Class,Home Office,United States,Detroit,Michigan,48227,Central,Technology,Phones,543.92,8,0.0,135.98
Second Class,Home Office,United States,Saint Charles,Illinois,60174,Central,Technology,Accessories,637.44,8,0.2,135.456
Second Class,Consumer,United States,Fresno,California,93727,West,Furniture,Tables,3610.848,12,0.2,135.4068
First Class,Consumer,United States,Waynesboro,Virginia,22980,South,Furniture,Bookcases,523.26,9,0.0,125.5824
Second Class,Consumer,United States,San Francisco,California,94109,West,Technology,Phones,1113.504,12,0.2,125.2692
Standard Class,Consumer,United States,Arlington,Texas,76017,Central,Office Supplies,Storage,999.432,7,0.2,124.929
First Class,Corporate,United States,Richardson,Texas,75080,Central,Technology,Phones,1097.544,7,0.2,123.4737
Second Class,Corporate,United States,Concord,California,94521,West,Technology,Phones,1626.192,9,0.2,121.9644
Standard Class,Corporate,United States,Detroit,Michigan,48227,Central,Furniture,Chairs,1106.91,9,0.0,121.7601
First Class,Consumer,United States,Waynesboro,Virginia,22980,South,Furniture,Furnishings,1196.86,7,0.0,119.686
First Class,Corporate,United States,Houston,Texas,77041,Central,Technology,Phones,946.344,7,0.2,118.293
Standard Class,Corporate,United States,Houston,Texas,77095,Central,Technology,Phones,946.344,7,0.2,118.293
Standard Class,Consumer,United States,Farmington,New Mexico,87401,West,Furniture,Furnishings,545.85,9,0.0,114.6285
Second Class,Consumer,United States,Seattle,Washington,98115,West,Furniture,Tables,515.88,6,0.0,113.4936
Same Day,Consumer,United States,Anaheim,California,92804,West,Furniture,Tables,892.136,7,0.2,111.517
Standard Class,Corporate,United States,Gilbert,Arizona,85234,West,Office Supplies,Art,1113.024,8,0.2,111.3024
Standard Class,Corporate,United States,Charlotte,North Carolina,28205,South,Technology,Phones,978.84,9,0.2,110.1195
Second Class,Corporate,United States,Arlington,Texas,76017,Central,Technology,Phones,863.64,9,0.2,107.955
Standard Class,Corporate,United States,Austin,Texas,78745,Central,Office Supplies,Storage,856.656,6,0.2,107.082
Standard Class,Home Office,United States,Stockton,California,95207,West,Furniture,Furnishings,629.64,9,0.0,107.0388
Standard Class,Home Office,United States,Chula Vista,California,91911,West,Furniture,Furnishings,665.88,6,0.0,106.5408
Standard Class,Home Office,United States,Los Angeles,California,90008,West,Technology,Phones,1212.848,7,0.2,106.1242
Second Class,Corporate,United States,Hialeah,Florida,33012,South,Furniture,Chairs,1013.832,9,0.2,101.3832
Same Day,Consumer,United States,Tampa,Florida,33614,South,Furniture,Chairs,1125.488,7,0.2,98.4802
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Storage,1297.368,9,0.2,97.3026
Standard Class,Consumer,United States,New York City,New York,10009,East,Technology,Accessories,1619.91,9,0.0,97.1946
Second Class,Consumer,United States,San Francisco,California,94109,West,Technology,Phones,862.344,7,0.2,97.0137
Second Class,Consumer,United States,Fresno,California,93727,West,Furniture,Tables,764.688,6,0.2,95.586
First Class,Consumer,United States,Toledo,Ohio,43615,East,Technology,Phones,629.958,7,0.4,94.4937
Standard Class,Corporate,United States,Redondo Beach,California,90278,West,Technology,Phones,1075.088,14,0.2,94.0702
Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Chairs,599.292,6,0.1,93.2232
Second Class,Consumer,United States,San Francisco,California,94122,West,Furniture,Tables,1478.272,8,0.2,92.392
First Class,Consumer,United States,San Francisco,California,94122,West,Furniture,Chairs,1212.96,7,0.2,90.972
Standard Class,Consumer,United States,Los Angeles,California,90032,West,Technology,Phones,907.152,6,0.2,90.7152
Second Class,Consumer,United States,New York City,New York,10024,East,Furniture,Chairs,664.146,6,0.1,88.5528
Second Class,Home Office,United States,Houston,Texas,77036,Central,Technology,Phones,1415.76,6,0.2,88.485
Second Class,Consumer,United States,Mount Pleasant,South Carolina,29464,South,Furniture,Chairs,545.94,6,0.0,87.3504
Same Day,Consumer,United States,Raleigh,North Carolina,27604,South,Technology,Phones,863.928,9,0.2,86.3928
Standard Class,Consumer,United States,Los Angeles,California,90032,West,Furniture,Tables,1706.184,9,0.2,85.3092
Standard Class,Consumer,United States,Pueblo,Colorado,81001,West,Office Supplies,Appliances,845.728,13,0.2,84.5728
Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Storage,1347.52,8,0.2,84.22
