Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
Standard Class,Corporate,United States,Chicago,Illinois,60653,Central,Office Supplies,Appliances,20.388,2,0.8,-53.0088
Standard Class,Consumer,United States,Frankfort,Illinois,60423,Central,Office Supplies,Appliances,20.768,8,0.8,-52.9584
Standard Class,Consumer,United States,Carrollton,Texas,75007,Central,Office Supplies,Appliances,19.568,2,0.8,-52.8336
First Class,Consumer,United States,Dallas,Texas,75081,Central,Office Supplies,Binders,30.96,8,0.8,-52.632
First Class,Consumer,United States,Austin,Texas,78745,Central,Office Supplies,Binders,32.784,4,0.8,-52.4544
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Binders,32.06,10,0.8,-51.296
Standard Class,Corporate,United States,Houston,Texas,77095,Central,Office Supplies,Binders,33.28,5,0.8,-49.92
Standard Class,Consumer,United States,Grand Prairie,Texas,75051,Central,Office Supplies,Appliances,19.432,2,0.8,-49.5516
Standard Class,Corporate,United States,San Antonio,Texas,78207,Central,Office Supplies,Binders,29.372,7,0.8,-46.9952
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Appliances,18.32,5,0.8,-46.716
Standard Class,Home Office,United States,Aurora,Illinois,60505,Central,Office Supplies,Binders,29.932,7,0.8,-46.3946
Standard Class,Home Office,United States,Dallas,Texas,75081,Central,Office Supplies,Binders,30.56,5,0.8,-45.84
First Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Binders,26.046,3,0.8,-44.2782
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Binders,26.046,3,0.8,-44.2782
Standard Class,Home Office,United States,Chicago,Illinois,60623,Central,Office Supplies,Binders,27.396,9,0.8,-42.4638
Standard Class,Corporate,United States,San Antonio,Texas,78207,Central,Office Supplies,Binders,23.912,2,0.8,-40.6504
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Binders,25.68,3,0.8,-39.804
Standard Class,Consumer,United States,Huntsville,Texas,77340,Central,Office Supplies,Appliances,15.224,2,0.8,-38.8212
Second Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Appliances,15.224,2,0.8,-38.8212
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Binders,24.588,3,0.8,-38.1114
Standard Class,Corporate,United States,Bryan,Texas,77803,Central,Office Supplies,Binders,22.386,7,0.8,-35.8176
Standard Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Binders,21.38,5,0.8,-33.139
Second Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Binders,21.99,5,0.8,-32.985
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Appliances,12.992,2,0.8,-32.48
First Class,Consumer,United States,Garland,Texas,75043,Central,Office Supplies,Binders,18.336,4,0.8,-32.088
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Appliances,14.016,4,0.8,-31.536
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Binders,17.904,6,0.8,-31.332
Second Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Binders,18.24,3,0.8,-31.008
Second Class,Consumer,United States,San Angelo,Texas,76903,Central,Office Supplies,Appliances,11.648,4,0.8,-30.8672
First Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,17.46,6,0.8,-30.555
Standard Class,Corporate,United States,Austin,Texas,78745,Central,Office Supplies,Binders,18.528,6,0.8,-27.792
Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Office Supplies,Binders,16.784,4,0.8,-26.8544
First Class,Consumer,United States,La Porte,Texas,77571,Central,Office Supplies,Binders,16.392,2,0.8,-26.2272
First Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Binders,16.03,5,0.8,-25.648
Standard Class,Home Office,United States,Houston,Texas,77036,Central,Office Supplies,Binders,16.27,5,0.8,-25.2185
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Binders,15.624,2,0.8,-24.9984
Standard Class,Corporate,United States,Odessa,Texas,79762,Central,Office Supplies,Appliances,13.762,1,0.8,-24.7716
Second Class,Home Office,United States,Houston,Texas,77095,Central,Office Supplies,Appliances,9.324,6,0.8,-24.7086
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Binders,14.48,5,0.8,-23.892
Standard Class,Home Office,United States,Chicago,Illinois,60623,Central,Office Supplies,Binders,13.456,1,0.8,-23.548
Second Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Binders,13.468,13,0.8,-22.8956
Standard Class,Consumer,United States,Huntsville,Texas,77340,Central,Office Supplies,Binders,13.748,14,0.8,-22.6842
First Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Binders,15.08,2,0.8,-22.62
First Class,Corporate,United States,Bedford,Texas,76021,Central,Office Supplies,Binders,12.864,8,0.8,-22.512
Second Class,Corporate,United States,Rockford,Illinois,61107,Central,Office Supplies,Binders,13.84,4,0.8,-22.144
Standard Class,Home Office,United States,Houston,Texas,77095,Central,Office Supplies,Binders,13.776,6,0.8,-22.0416
First Class,Consumer,United States,Dallas,Texas,75081,Central,Office Supplies,Binders,13.14,9,0.8,-21.681
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Binders,14.112,9,0.8,-21.168
Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,12.128,4,0.8,-20.6176
Second Class,Corporate,United States,Peoria,Illinois,61604,Central,Office Supplies,Binders,12.462,3,0.8,-20.5623
Standard Class,Corporate,United States,Austin,Texas,78745,Central,Office Supplies,Binders,13.184,4,0.8,-20.4352
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Appliances,8.652,3,0.8,-20.3322
Standard Class,Corporate,United States,Dallas,Texas,75081,Central,Office Supplies,Binders,12.222,7,0.8,-20.1663
Standard Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Binders,12.588,3,0.8,-20.1408
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Binders,12.384,3,0.8,-19.8144
Standard Class,Corporate,United States,Houston,Texas,77095,Central,Office Supplies,Appliances,8.712,2,0.8,-19.602
Standard Class,Corporate,United States,Huntsville,Texas,77340,Central,Office Supplies,Binders,11.98,5,0.8,-19.168
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Binders,12.176,4,0.8,-18.8728
Standard Class,Consumer,United States,Skokie,Illinois,60076,Central,Office Supplies,Binders,12.176,4,0.8,-18.8728
Standard Class,Home Office,United States,Rockford,Illinois,61107,Central,Office Supplies,Binders,11.416,4,0.8,-18.8364
Standard Class,Corporate,United States,Fort Worth,Texas,76106,Central,Office Supplies,Binders,11.06,10,0.8,-18.802
Standard Class,Corporate,United States,Pearland,Texas,77581,Central,Office Supplies,Binders,11.228,7,0.8,-18.5262
Standard Class,Consumer,United States,Huntsville,Texas,77340,Central,Office Supplies,Binders,10.43,7,0.8,-18.2525
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Binders,10.43,5,0.8,-18.2525
Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Office Supplies,Binders,11.394,9,0.8,-17.6607
Standard Class,Home Office,United States,Arlington,Texas,76017,Central,Office Supplies,Binders,11.646,9,0.8,-17.469
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Binders,10.476,6,0.8,-17.2854
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Binders,10.78,5,0.8,-17.248
Second Class,Consumer,United States,Beaumont,Texas,77705,Central,Office Supplies,Binders,10.78,5,0.8,-17.248
Second Class,Corporate,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,11.364,3,0.8,-17.046
Standard Class,Home Office,United States,Lubbock,Texas,79424,Central,Office Supplies,Binders,11.364,3,0.8,-17.046
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Binders,9.648,6,0.8,-16.884
Second Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,11.212,2,0.8,-16.818
First Class,Consumer,United States,Dallas,Texas,75081,Central,Office Supplies,Binders,10.024,4,0.8,-16.5396
Standard Class,Home Office,United States,Bolingbrook,Illinois,60440,Central,Office Supplies,Binders,9.98,5,0.8,-16.467
First Class,Corporate,United States,Skokie,Illinois,60076,Central,Office Supplies,Binders,9.36,4,0.8,-16.38
Standard Class,Consumer,United States,Austin,Texas,78745,Central,Office Supplies,Binders,9.762,3,0.8,-15.1311
Standard Class,Corporate,United States,Chicago,Illinois,60653,Central,Office Supplies,Appliances,5.588,2,0.8,-15.0876
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Binders,8.808,3,0.8,-14.9736
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Binders,8.69,5,0.8,-14.773
Second Class,Consumer,United States,Romeoville,Illinois,60441,Central,Office Supplies,Binders,8.952,2,0.8,-14.7708
Second Class,Home Office,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,8.682,1,0.8,-14.7594
Standard Class,Corporate,United States,San Antonio,Texas,78207,Central,Office Supplies,Binders,8.568,3,0.8,-14.5656
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Binders,8.568,3,0.8,-14.5656
Standard Class,Home Office,United States,Dallas,Texas,75217,Central,Office Supplies,Binders,8.856,9,0.8,-14.1696
Standard Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Appliances,7.96,2,0.8,-13.93
Standard Class,Home Office,United States,Houston,Texas,77070,Central,Office Supplies,Binders,9.264,3,0.8,-13.896
First Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Binders,9.264,3,0.8,-13.896
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Binders,8.134,7,0.8,-13.8278
Standard Class,Corporate,United States,Houston,Texas,77070,Central,Office Supplies,Binders,9.156,3,0.8,-13.734
Standard Class,Consumer,United States,Woodstock,Illinois,60098,Central,Office Supplies,Binders,8.85,5,0.8,-13.7175
Second Class,Corporate,United States,Corpus Christi,Texas,78415,Central,Office Supplies,Binders,8.552,2,0.8,-13.6832
Standard Class,Corporate,United States,Arlington,Texas,76017,Central,Office Supplies,Binders,8.272,4,0.8,-13.6488
First Class,Consumer,United States,Allen,Texas,75002,Central,Office Supplies,Binders,8.784,4,0.8,-13.6152
Second Class,Consumer,United States,El Paso,Texas,79907,Central,Office Supplies,Appliances,5.432,2,0.8,-13.58
Same Day,Consumer,United States,Bolingbrook,Illinois,60440,Central,Office Supplies,Appliances,5.768,2,0.8,-13.5548
Second Class,Home Office,United States,Houston,Texas,77070,Central,Office Supplies,Binders,8.608,8,0.8,-13.3424
Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Office Supplies,Binders,8.88,5,0.8,-13.32
Same Day,Home Office,United States,Bryan,Texas,77803,Central,Office Supplies,Binders,7.536,6,0.8,-13.188
Standard Class,Corporate,United States,Fort Worth,Texas,76106,Central,Office Supplies,Binders,7.98,5,0.8,-13.167
Second Class,Consumer,United States,Naperville,Illinois,60540,Central,Office Supplies,Binders,7.656,6,0.8,-13.0152
Standard Class,Corporate,United States,Dallas,Texas,75217,Central,Office Supplies,Appliances,4.992,3,0.8,-12.9792
Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Office Supplies,Appliances,4.836,2,0.8,-12.09
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Binders,6.9,3,0.8,-12.075
Second Class,Corporate,United States,Chicago,Illinois,60610,Central,Office Supplies,Appliances,4.356,2,0.8,-11.7612
First Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Binders,6.816,2,0.8,-11.5872
First Class,Home Office,United States,Houston,Texas,77095,Central,Office Supplies,Binders,7.68,5,0.8,-11.52
Standard Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Binders,6.744,4,0.8,-11.4648
First Class,Consumer,United States,Pasadena,Texas,77506,Central,Office Supplies,Binders,6.928,1,0.8,-11.0848
Standard Class,Home Office,United States,Dallas,Texas,75081,Central,Office Supplies,Binders,6.888,3,0.8,-11.0208
Standard Class,Consumer,United States,Laredo,Texas,78041,Central,Office Supplies,Binders,6.286,7,0.8,-11.0005
Standard Class,Corporate,United States,Mcallen,Texas,78501,Central,Office Supplies,Binders,6.874,7,0.8,-10.6547
Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Office Supplies,Binders,6.316,1,0.8,-10.4214
First Class,Corporate,United States,Deer Park,Texas,77536,Central,Office Supplies,Binders,6.924,6,0.8,-10.386
Standard Class,Consumer,United States,Lubbock,Texas,79424,Central,Office Supplies,Binders,6.08,1,0.8,-10.336
Standard Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Binders,6.588,3,0.8,-10.2114
Second Class,Home Office,United States,Houston,Texas,77036,Central,Office Supplies,Binders,5.8,5,0.8,-10.15
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Binders,6.33,5,0.8,-9.8115
Standard Class,Consumer,United States,Huntsville,Texas,77340,Central,Office Supplies,Binders,6.47,5,0.8,-9.705
Standard Class,Corporate,United States,Houston,Texas,77095,Central,Office Supplies,Binders,6.23,5,0.8,-9.6565
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Binders,6.216,6,0.8,-9.6348
Standard Class,Home Office,United States,Dallas,Texas,75081,Central,Office Supplies,Binders,5.792,2,0.8,-9.5568
Standard Class,Corporate,United States,Missouri City,Texas,77489,Central,Office Supplies,Binders,6.37,7,0.8,-9.555
Standard Class,Corporate,United States,San Antonio,Texas,78207,Central,Office Supplies,Binders,5.728,8,0.8,-9.1648
First Class,Corporate,United States,Dallas,Texas,75220,Central,Office Supplies,Binders,6.104,2,0.8,-9.156
Standard Class,Corporate,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,5.936,7,0.8,-8.904
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Binders,5.104,4,0.8,-8.6768
Standard Class,Consumer,United States,Fort Worth,Texas,76106,Central,Office Supplies,Appliances,3.16,4,0.8,-8.532
First Class,Consumer,United States,Fort Worth,Texas,76106,Central,Office Supplies,Binders,4.984,1,0.8,-8.4728
Standard Class,Consumer,United States,Mcallen,Texas,78501,Central,Office Supplies,Binders,4.752,4,0.8,-8.316
First Class,Home Office,United States,Houston,Texas,77036,Central,Office Supplies,Binders,5.232,4,0.8,-8.1096
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Binders,4.6,2,0.8,-8.05
Second Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Binders,5.18,5,0.8,-8.029
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Binders,4.788,3,0.8,-7.9002
Standard Class,Home Office,United States,Houston,Texas,77036,Central,Office Supplies,Binders,4.47,3,0.8,-7.8225
Standard Class,Consumer,United States,Bloomington,Illinois,61701,Central,Office Supplies,Binders,5.176,4,0.8,-7.764
Standard Class,Consumer,United States,Tyler,Texas,75701,Central,Office Supplies,Appliances,2.688,3,0.8,-7.392
Standard Class,Home Office,United States,Dallas,Texas,75217,Central,Office Supplies,Binders,3.96,10,0.8,-6.93
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Binders,4.312,2,0.8,-6.8992
Second Class,Corporate,United States,Mcallen,Texas,78501,Central,Office Supplies,Binders,4.312,2,0.8,-6.8992
Standard Class,Home Office,United States,El Paso,Texas,79907,Central,Office Supplies,Binders,4.428,3,0.8,-6.8634
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Binders,4.488,6,0.8,-6.732
First Class,Consumer,United States,Austin,Texas,78745,Central,Office Supplies,Binders,4.276,1,0.8,-6.6278
First Class,Consumer,United States,Peoria,Illinois,61604,Central,Office Supplies,Binders,3.98,5,0.8,-6.567
Standard Class,Consumer,United States,Oswego,Illinois,60543,Central,Office Supplies,Binders,3.828,3,0.8,-6.5076
Same Day,Home Office,United States,Bryan,Texas,77803,Central,Office Supplies,Binders,4.144,4,0.8,-6.4232
Standard Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Binders,4.24,5,0.8,-6.36
First Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Appliances,2.394,1,0.8,-6.3441
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Appliances,2.334,3,0.8,-6.3018
Standard Class,Home Office,United States,San Antonio,Texas,78207,Central,Office Supplies,Binders,3.592,4,0.8,-6.286
Second Class,Consumer,United States,San Antonio,Texas,78207,Central,Office Supplies,Binders,3.564,3,0.8,-6.237
Standard Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Binders,3.564,3,0.8,-6.237
Second Class,Corporate,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,3.564,3,0.8,-6.237
Second Class,Corporate,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,3.564,3,0.8,-6.237
Same Day,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Binders,3.798,1,0.8,-6.0768
First Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Binders,3.648,3,0.8,-6.0192
Standard Class,Corporate,United States,Chicago,Illinois,60610,Central,Office Supplies,Binders,3.798,3,0.8,-5.8869
Standard Class,Consumer,United States,Grand Prairie,Texas,75051,Central,Office Supplies,Binders,3.656,4,0.8,-5.8496
Second Class,Home Office,United States,Austin,Texas,78745,Central,Office Supplies,Binders,3.882,3,0.8,-5.823
Standard Class,Corporate,United States,Carrollton,Texas,75007,Central,Office Supplies,Binders,3.318,3,0.8,-5.6406
Standard Class,Home Office,United States,Naperville,Illinois,60540,Central,Office Supplies,Binders,3.54,2,0.8,-5.487
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Binders,3.208,2,0.8,-5.2932
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Appliances,2.264,1,0.8,-5.2072
First Class,Corporate,United States,Quincy,Illinois,62301,Central,Office Supplies,Binders,3.24,9,0.8,-5.184
Standard Class,Consumer,United States,Plano,Texas,75023,Central,Office Supplies,Binders,3.392,4,0.8,-5.088
Standard Class,Consumer,United States,Dallas,Texas,75081,Central,Office Supplies,Binders,3.168,3,0.8,-5.0688
Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,3.036,3,0.8,-5.0094
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Binders,2.934,3,0.8,-4.9878
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Binders,2.934,3,0.8,-4.9878
First Class,Consumer,United States,Des Plaines,Illinois,60016,Central,Office Supplies,Binders,2.892,3,0.8,-4.9164
Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,2.946,3,0.8,-4.8609
Standard Class,Consumer,United States,Austin,Texas,78745,Central,Office Supplies,Binders,2.772,7,0.8,-4.851
First Class,Home Office,United States,Houston,Texas,77036,Central,Office Supplies,Binders,2.92,2,0.8,-4.818
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Binders,2.896,1,0.8,-4.7784
First Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,2.89,1,0.8,-4.7685
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Binders,3.168,2,0.8,-4.752
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Binders,2.694,3,0.8,-4.7145
Standard Class,Home Office,United States,Highland Park,Illinois,60035,Central,Office Supplies,Binders,3.136,2,0.8,-4.704
Second Class,Corporate,United States,Aurora,Illinois,60505,Central,Office Supplies,Binders,2.864,4,0.8,-4.5824
Standard Class,Consumer,United States,Naperville,Illinois,60540,Central,Office Supplies,Binders,2.808,3,0.8,-4.4928
Standard Class,Consumer,United States,Quincy,Illinois,62301,Central,Office Supplies,Binders,2.992,4,0.8,-4.488
Standard Class,Corporate,United States,Pasadena,Texas,77506,Central,Office Supplies,Appliances,1.624,2,0.8,-4.466
Standard Class,Consumer,United States,Highland Park,Illinois,60035,Central,Office Supplies,Binders,2.88,5,0.8,-4.464
Standard Class,Consumer,United States,Carrollton,Texas,75007,Central,Office Supplies,Binders,2.512,2,0.8,-4.396
